Entity,Code,Year,Wind (terawatt-hours),Hydro (terawatt-hours),Nuclear (terawatt-hours),Solar (terawatt-hours),Other renewables (terawatt-hours),Coal (terawatt-hours),Oil (terawatt-hours),Natural gas (terawatt-hours)
South & Central America,,1985,0,283.5115187,9.148317,0,6.059437203,131.756294,2240.404947,474.1642657
South & Central America,,1986,0,305.9856435,5.8538648,0,6.250761345,144.9352603,2401.543662,513.6349629
South & Central America,,1987,0,326.4309152,7.4385822,0,6.704370138,175.6488665,2367.775782,513.768054
South & Central America,,1988,0,339.5146364,6.4062528,0,6.637861841,197.1211238,2488.743643,556.2943698
South & Central America,,1989,0,347.1482867,6.868116,0,6.944406246,231.8047808,2516.527071,579.6030353
South & Central America,,1990,0,360.9930032,9.5157518,0,8.305423521,226.0047306,2721.15421,602.2483733
South & Central America,,1991,0,385.4264438,9.198047,0,8.374013725,228.3482924,2868.785993,624.4404641
South & Central America,,1992,0,392.7910704,8.8432982,0,10.69272151,237.2763973,2933.01209,625.3447445
South & Central America,,1993,0.001717172,423.063093,8.1936276,0,10.2869644,245.4077628,3046.010255,665.5973745
South & Central America,,1994,0.007777778,448.4429675,8.2927616,0,10.83241301,259.6927348,3229.278929,711.1884462
South & Central America,,1995,0.007777778,465.69407,9.5856206,0,11.06380342,281.3826791,3489.719878,779.6662951
South & Central America,,1996,0.041973985,485.694593,9.8869472,0,12.57328246,308.4393335,3730.567733,861.1530183
South & Central America,,1997,0.102925998,513.913338,11.1327588,0,13.36820489,346.5115086,3888.887508,874.0405575
South & Central America,,1998,0.11137238,526.6079671,10.7205278,0.000017,12.5897003,353.5800807,4116.049165,924.680663
South & Central America,,1999,0.14847192,527.2850514,11.0833952,0.00012701,14.85606839,351.2964518,3984.87,946.3863592
South & Central America,,2000,0.252086796,555.6516252,12.2243212,0.002171014,14.88792141,410.8007926,4010.46911,1017.194584
South & Central America,,2001,0.320963025,521.3991679,21.3367818,0.00381175,16.47336341,450.2973383,4060.466001,1061.892774
South & Central America,,2002,0.458838738,547.363318,19.6563498,0.00619825,18.27474089,414.0411608,4024.26658,1092.139312
South & Central America,,2003,0.443069454,570.648342,20.9240128,0.00857,20.01190417,486.7341848,3991.567731,1196.301889
South & Central America,,2004,0.543386492,589.0348643,19.4907902,0.011121726,21.02093306,529.1964098,4274.109456,1350.283452
South & Central America,,2005,0.532273141,624.1520976,16.7227476,0.017905556,22.35589898,573.1807315,4358.178624,1393.754311
South & Central America,,2006,0.77376127,652.6841986,21.4751,0.008210922,24.06600946,621.9559505,4442.071515,1518.027198
South & Central America,,2007,1.161357975,675.7375964,19.60376,0.010515951,29.29207664,648.2704629,4355.218934,1572.48615
South & Central America,,2008,1.670393556,680.2992492,21.36258,0.014537054,32.56965715,667.5028611,4425.581812,1578.816557
South & Central America,,2009,2.077849612,697.527986,21.14,0.02376073,36.49894772,644.4076472,4391.35345,1523.074617
South & Central America,,2010,3.449187768,700.8750584,21.7331558,0.060736946,46.57229674,647.3906534,4403.754963,1604.185308
South & Central America,,2011,4.324478018,744.1007692,22.059376,0.126640437,48.76741261,740.458448,4438.728791,1640.77857
South & Central America,,2012,7.804379352,730.3211152,22.4404,0.335077368,54.92863663,762.8714176,4402.622847,1705.662366
South & Central America,,2013,10.19725554,709.8054476,21.65669,0.530739657,61.95632785,751.9327863,4409.589551,1737.694013
South & Central America,,2014,18.5824095,686.2527565,20.89246248,1.143456384,67.55214562,786.7495385,4572.136384,1760.457301
South & Central America,,2015,31.46430969,671.4583523,21.77315264,2.730733143,71.62940008,746.7541221,4633.393835,1780.360071
South & Central America,,2016,45.17431149,686.2961538,24.14934367,4.965804041,74.60425807,777.22698,4409.537077,1766.79684
South & Central America,,2017,56.12926562,720.4352899,21.82719644,7.455610131,75.78100516,763.4599633,4271.761076,1802.832787
South & Central America,,2018,65.86266574,731.3065131,22.5047957,12.43152681,78.0238802,701.9101114,3897.534263,1766.813937
South Africa,ZAF,1965,0,0,0,0,0,,,
South Africa,ZAF,1966,0,0,0,0,0,,,
South Africa,ZAF,1967,0,0,0,0,0,,,
South Africa,ZAF,1968,0,0,0,0,0,,,
South Africa,ZAF,1969,0,0,0,0,0,,,
South Africa,ZAF,1970,0,0,0,0,0,,,
South Africa,ZAF,1971,0,0.0928074,0,0,0,,,
South Africa,ZAF,1972,0,0.8264278,0,0,0,,,
South Africa,ZAF,1973,0,0.1900342,0,0,0,,,
South Africa,ZAF,1974,0,1.1225276,0,0,0,,,
South Africa,ZAF,1975,0,1.1092694,0,0,0,,,
South Africa,ZAF,1976,0,1.8738256,0,0,0,,,
South Africa,ZAF,1977,0,1.944536,0,0,0,,,
South Africa,ZAF,1978,0,1.9047614,0,0,0,,,
South Africa,ZAF,1979,0,1.1578828,0,0,0,,,
South Africa,ZAF,1980,0,1.0032038,0,0,0,,,
South Africa,ZAF,1981,0,1.653,0,0,0,870.6343604,,
South Africa,ZAF,1982,0,1.016,0,0,0,963.161617,,
South Africa,ZAF,1983,0,0.595,0,0,0,973.3917836,,
South Africa,ZAF,1984,0,0.56,3.925,0,0,1089.98829,,
South Africa,ZAF,1985,0,0.624,5.315,0,0,1160.169816,,
South Africa,ZAF,1986,0,1.623,8.803,0,0,1183.209498,,
South Africa,ZAF,1987,0,1.617,6.167,0,0,1179.402022,,
South Africa,ZAF,1988,0,3.162,10.493,0,0,1211.745052,,
South Africa,ZAF,1989,0,2.759,11.099,0,0,1175.548212,,
South Africa,ZAF,1990,0,1.01,8.449,0,0,1164.732172,,
South Africa,ZAF,1991,0,1.98,9.144,0,0,1188.166773,,
South Africa,ZAF,1992,0,0.752000015,9.288000285,0,0,1216.525168,,
South Africa,ZAF,1993,0,0.146000038,7.255000053,0,0,1243.512181,,
South Africa,ZAF,1994,0,1.07399991,9.696999854,0,0,1292.417353,,
South Africa,ZAF,1995,0,0.528999959,11.30099943,0,0,1359.759967,,
South Africa,ZAF,1996,0,1.318999863,11.77500009,0,0.06,1360.079144,,
South Africa,ZAF,1997,0,2.092000034,12.64699988,0,0.146,1450.192171,,
South Africa,ZAF,1998,0,1.595000029,13.60099945,0,0.231,1466.19966,,
South Africa,ZAF,1999,0,0.725999916,12.83699988,0,0.197,1468.520805,,
South Africa,ZAF,2000,0,1.100999866,13.01000009,0.0093,0.4775,1472.751961,,
South Africa,ZAF,2001,0,1.720999972,10.71899964,0.0108,0.4231,1468.553075,,
South Africa,ZAF,2002,0,2.08400003,11.99099944,0.0124,0.4603,1446.297644,,
South Africa,ZAF,2003,0.006,0.827412096,12.66299922,0.0139,0.4084,1567.624778,,
South Africa,ZAF,2004,0.012,0.949939032,13.36512271,0.0155,0.3819,1594.395267,,
South Africa,ZAF,2005,0.012,1.331940189,11.29265416,0.017,0.4253,1609.389843,,
South Africa,ZAF,2006,0.012,2.89761981,10.02599942,0.0186,0.4055,1607.891916,,
South Africa,ZAF,2007,0.012,2.86561981,11.31699987,0.0201,0.4305,1609.144399,,
South Africa,ZAF,2008,0.021,1.259619852,13.00399966,0.0217,0.4561,1639.577161,,
South Africa,ZAF,2009,0.03,1.451619907,12.80599944,0.0233,0.4491,1625.190064,,
South Africa,ZAF,2010,0.034,1.142899811,13.52699988,0.0276,0.3963,1675.924029,,
South Africa,ZAF,2011,0.037,3.063824203,12.902,0.0803,0.412,1665.341923,,
South Africa,ZAF,2012,0.037,1.018509832,12.96743391,0.086,0.4226,1704.553704,,
South Africa,ZAF,2013,0.037,1.103915809,14.10599837,0.243,0.4777,1689.397234,,
South Africa,ZAF,2014,1.066,1.795059972,13.79399967,1.123,0.4321,1723.949332,,
South Africa,ZAF,2015,3.071,0.801,12.237,2.749,0.4179,1661.827245,,
South Africa,ZAF,2016,4.209,0.7,15.913439,3.274,0.4373,1656.028529,,
South Africa,ZAF,2017,5.866960227,0.87108314,15.756337,4.276231839,0.483268098,1662.892212,,
South Africa,ZAF,2018,6.894765181,0.914864856,11.090427,4.935234819,0.530431005,1665.871865,,
South Korea,KOR,1965,0,0.710427,0,0,0,,,
South Korea,KOR,1966,0,0.985322,0,0,0,,,
South Korea,KOR,1967,0,0.953171,0,0,0,,,
South Korea,KOR,1968,0,0.929483,0,0,0,,,
South Korea,KOR,1969,0,1.428512,0,0,0,,,
South Korea,KOR,1970,0,1.220684,0,0,0,,,
South Korea,KOR,1971,0,1.319976,0,0,0,,,
South Korea,KOR,1972,0,1.368076,0,0,0,,,
South Korea,KOR,1973,0,1.284465,0,0,0,,,
South Korea,KOR,1974,0,1.905858,0,0,0,,,
South Korea,KOR,1975,0,1.682809,0,0,0,,,
South Korea,KOR,1976,0,1.788661,0,0,0,,,
South Korea,KOR,1977,0,1.392729,0.071466,0,0,,,
South Korea,KOR,1978,0,1.807524,2.324376,0,0,,,
South Korea,KOR,1979,0,2.296168,3.151904,0,0,,,
South Korea,KOR,1980,0,1.920375,3.477154,0,0,,,
South Korea,KOR,1981,0,2.597707,2.897205,0,0,101.653178,,
South Korea,KOR,1982,0,1.715362,3.777289,0,0,102.9375952,,
South Korea,KOR,1983,0,2.294191,8.965058,0,0,101.6327092,,
South Korea,KOR,1984,0,1.998143,11.792059,0,0,109.354564,,
South Korea,KOR,1985,0,3.184966,16.745341,0,0,115.3570396,,
South Korea,KOR,1986,0,3.10988,28.311217,0,0,124.1074516,,
South Korea,KOR,1987,0,3.965371,39.314193,0,0,124.2149128,,
South Korea,KOR,1988,0,1.987232,40.100672,0,0,124.322374,,
South Korea,KOR,1989,0,2.963969,47.365172,0,0,106.361002,,
South Korea,KOR,1990,0,4.683946,52.886562,0.001,0,90.1051695,,
South Korea,KOR,1991,0,3.486046,56.31075,0.001,0,78.806043,,
South Korea,KOR,1992,0,3.097448,56.530214,0.002,0,62.6397615,,
South Korea,KOR,1993,0.001,4.227549,58.138203,0.002,0,49.2315345,,
South Korea,KOR,1994,0.001,2.346092,58.650918,0.002,0,38.717433,,
South Korea,KOR,1995,0,2.759923,67.028647,0.002,0.25,29.93562,,
South Korea,KOR,1996,0,2.424357,73.92434,0.003,0.403,25.9110585,,
South Korea,KOR,1997,0.001,2.813992,77.085649,0.003,0.078,23.613552,,
South Korea,KOR,1998,0.002,4.279418,89.688972,0.004,0.058,22.8232935,,
South Korea,KOR,1999,0.005839,4.15926,103.063779,0.004572,0.087,21.9649995,,
South Korea,KOR,2000,0.016685,4.009553,108.96374,0.005284,0.079,21.719025,,
South Korea,KOR,2001,0.01259,2.329938791,112.133033,0.006184,0.088,19.9762695,,
South Korea,KOR,2002,0.014881,3.2327778,119.102905,0.007044,0.179,17.364753,,
South Korea,KOR,2003,0.024865,4.885576514,129.671763,0.007752,0.188,17.260083,,
South Korea,KOR,2004,0.047442,4.3110792,130.714816,0.009872,0.244,16.7000985,,
South Korea,KOR,2005,0.129888,3.673299595,146.779023,0.014399,0.234,14.821272,,
South Korea,KOR,2006,0.238911,3.467537745,148.748887,0.031022,0.28,14.779404,,
South Korea,KOR,2007,0.375641,3.631649214,142.937164,0.071279,0.307299,15.6073437,,
South Korea,KOR,2008,0.436034,3.070111801,150.957936,0.284315,0.416359,14.99624535,,
South Korea,KOR,2009,0.685353,2.813171173,147.770807,0.566191,0.455542,13.62262605,,
South Korea,KOR,2010,0.81695,3.681969249,148.595712,0.772801,0.417752,11.2701678,,
South Korea,KOR,2011,0.862884,4.597667427,154.723107,0.917198,0.7247195,11.2701678,,
South Korea,KOR,2012,0.91276,4.011737,150.327293,1.103227,1.766586,10.958949,,
South Korea,KOR,2013,1.148179,4.289267,138.783973,1.605182,2.542375,9.4988025,,
South Korea,KOR,2014,1.145557,2.751419,156.406511,2.5563,5.414046,9.148158,,
South Korea,KOR,2015,1.342439,2.145719654,164.762416,3.979159,6.4760755,9.231894,,
South Korea,KOR,2016,1.683142,2.846275,161.995104,5.122441,7.092781,9.033021,,
South Korea,KOR,2017,2.169014,2.808647,148.426725,7.056219,8.3480395,8.16897015,,
South Korea,KOR,2018,2.40369047,2.920390756,133.506,9.349876912,10.1747942,6.59821072,,
South Sudan,SSD,2012,,,,,,,17.83110658,
South Sudan,SSD,2013,,,,,,,57.1314129,
South Sudan,SSD,2014,,,,,,,88.99592097,
South Sudan,SSD,2015,,,,,,,84.63410595,
South Sudan,SSD,2016,,,,,,,67.32967483,
South Sudan,SSD,2017,,,,,,,63.70461199,
South Sudan,SSD,2018,,,,,,,74.8834959,
Spain,ESP,1965,0,20.0331402,0,0,0,,,
Spain,ESP,1966,0,27.7426708,0,0,0,,,
Spain,ESP,1967,0,23.0595262,0,0,0,,,
Spain,ESP,1968,0,24.819125,0.0795492,0,0,,,
Spain,ESP,1969,0,31.1438998,0.8441054,0,0,,,
Spain,ESP,1970,0,28.2695166,0.9369128,0,0.047,,,
Spain,ESP,1971,0,32.3868566,2.5676714,0,0.052,,,
Spain,ESP,1972,0,34.7904624,4.6978222,0,0.061,,,
Spain,ESP,1973,0,28.5206848,6.5893254,0,0.056,,,
Spain,ESP,1974,0,30.9213562,7.2080414,0,0.051,,,
Spain,ESP,1975,0,26.0582702,7.5439158,0,0.113,,,
Spain,ESP,1976,0,20.7596476,7.557174,0,0.187,,,
Spain,ESP,1977,0,39.632868,6.5230344,0,0.309,,,
Spain,ESP,1978,0,40.384748,7.6278844,0,0.316,,,
Spain,ESP,1979,0,46.5562932,6.6998104,0,0.251,,,
Spain,ESP,1980,0,29.5506374,5.1883756,0,0.362,,,
Spain,ESP,1981,0,21.943753,9.5724204,0,0.424,140.2229253,,
Spain,ESP,1982,0,26.33728,8.772509,0,0.487,150.5969263,,
Spain,ESP,1983,0,27.0495208,10.6640122,0,0.56,152.9809096,,
Spain,ESP,1984,0,31.4879222,23.091365,0,0.55,151.4921941,,
Spain,ESP,1985,0,31.2934344,28.0455124,0,0.611,150.2130995,,
Spain,ESP,1986,0,26.500377,37.4632538,0,0.538,153.9114509,,
Spain,ESP,1987,0,27.3852556,41.277196,0,0.563,133.6752588,,
Spain,ESP,1988,0,35.25208,50.4739674,0,0.673,126.6274479,,
Spain,ESP,1989,0.013,19.3528178,56.1396382,0.006060606,0.578,135.4661574,,
Spain,ESP,1990,0.014,25.414,54.268,0.006,0.542,132.3842899,,
Spain,ESP,1991,0.015,27.282,55.578,0.007,0.542,121.3707043,,
Spain,ESP,1992,0.103,18.92,55.782,0.008,0.575,123.3012286,,
Spain,ESP,1993,0.116,24.377,56.06,0.009,0.579,121.3124641,,
Spain,ESP,1994,0.175,28.18,55.313,0.01,0.639,114.7649155,,
Spain,ESP,1995,0.27,23.112,55.455,0.015,1.011,113.2064399,,
Spain,ESP,1996,0.364,39.802,56.33,0.012,1.083,111.7991697,,
Spain,ESP,1997,0.742,34.778,55.298,0.013,1.463,112.0201011,,
Spain,ESP,1998,1.352,34.005,58.993,0.015,1.531,107.4378449,,
Spain,ESP,1999,2.744,22.863,58.852,0.017,1.724,99.85522233,,
Spain,ESP,2000,4.727,29.57,62.206,0.018,1.493,97.00580769,,
Spain,ESP,2001,6.759,41.027,63.708,0.024,1.631,91.44677384,,
Spain,ESP,2002,9.342,22.92,63.016,0.03,2.586,89.36491351,,
Spain,ESP,2003,12.075,41.054,61.875,0.041,3.184,83.08474003,,
Spain,ESP,2004,15.7,31.676,63.606,0.056,3.33,80.50285773,,
Spain,ESP,2005,21.176,17.872,57.539,0.041,2.653,77.06031898,,
Spain,ESP,2006,23.297,25.89,60.126,0.119,2.774,72.60602115,,
Spain,ESP,2007,27.568,27.233,55.103,0.508,2.898,68.20991734,,
Spain,ESP,2008,32.946,23.532,58.973,2.578,3.255,50.86961427,,
Spain,ESP,2009,37.88690305,26.35247791,52.7613,6.066934673,3.40880922,44.31231874,,
Spain,ESP,2010,43.68135736,42.03569621,61.6134,7.064428643,3.8176439,38.32948286,,
Spain,ESP,2011,42.433,30.596,57.73099999,8.679536284,4.515,30.79855172,,
Spain,ESP,2012,49.472,20.545,61.47,11.96590945,4.97700946,28.61278127,,
Spain,ESP,2013,55.76712989,36.77989838,56.731333,13.11088913,5.290420845,20.49784149,,
Spain,ESP,2014,52.013,39.169,57.305,13.67302681,5.414056768,18.93241541,,
Spain,ESP,2015,49.325,28.14,57.305,13.85842969,5.764167334,14.48956904,,
Spain,ESP,2016,48.914,36.38527341,58.61896057,13.64170068,5.664680366,7.97621248,,
Spain,ESP,2017,49.127,18.782,58.1120239,14.32067117,6.078,13.11651171,,
Spain,ESP,2018,50.83600814,35.19825724,55.64380338,12.52057273,7.378921565,12.22066099,,
Sri Lanka,LKA,1965,0,0.365,0,0,0,,,
Sri Lanka,LKA,1966,0,0.399,0,0,0,,,
Sri Lanka,LKA,1967,0,0.41,0,0,0,,,
Sri Lanka,LKA,1968,0,0.474,0,0,0,,,
Sri Lanka,LKA,1969,0,0.549,0,0,0,,,
Sri Lanka,LKA,1970,0,0.7403,0,0,0,,,
Sri Lanka,LKA,1971,0,0.8255,0,0,0,,,
Sri Lanka,LKA,1972,0,0.8471,0,0,0,,,
Sri Lanka,LKA,1973,0,0.6957,0,0,0,,,
Sri Lanka,LKA,1974,0,0.9976,0,0,0,,,
Sri Lanka,LKA,1975,0,1.0766,0,0,0,,,
Sri Lanka,LKA,1976,0,1.1095,0,0,0,,,
Sri Lanka,LKA,1977,0,1.2139,0,0,0,,,
Sri Lanka,LKA,1978,0,1.3663,0,0,0,,,
Sri Lanka,LKA,1979,0,1.4618,0,0,0,,,
Sri Lanka,LKA,1980,0,1.4801,0,0,0,,,
Sri Lanka,LKA,1981,0,1.5716,0,0,0,,,
Sri Lanka,LKA,1982,0,1.6076,0,0,0,,,
Sri Lanka,LKA,1983,0,1.2172,0,0,0,,,
Sri Lanka,LKA,1984,0,2.0922,0,0,0,,,
Sri Lanka,LKA,1985,0,2.3956,0,0,0,,,
Sri Lanka,LKA,1986,0,2.6451,0,0,0,,,
Sri Lanka,LKA,1987,0,2.177,0,0,0,,,
Sri Lanka,LKA,1988,0,2.5967,0,0,0,,,
Sri Lanka,LKA,1989,0,2.8012,0,0,0,,,
Sri Lanka,LKA,1990,0,3.1448,0,0,0,,,
Sri Lanka,LKA,1991,0,3.1166,0,0,0,,,
Sri Lanka,LKA,1992,0,2.8999,0,0,0,,,
Sri Lanka,LKA,1993,0,3.796,0,0,0,,,
Sri Lanka,LKA,1994,0,4.0891,0,0,0,,,
Sri Lanka,LKA,1995,0,4.5141,0,0,0,,,
Sri Lanka,LKA,1996,0,3.2519,0,0,0,,,
Sri Lanka,LKA,1997,0,3.44727,0,0,0,,,
Sri Lanka,LKA,1998,0,3.91495,0,0,0,,,
Sri Lanka,LKA,1999,0.0035,4.177493601,0,0,0,,,
Sri Lanka,LKA,2000,0.0034,3.204207588,0,0.000432,0,,,
Sri Lanka,LKA,2001,0.0035,3.117843673,0,0.000903096,0,,,
Sri Lanka,LKA,2002,0.003605747,2.700411679,0,0.001501112,0,,,
Sri Lanka,LKA,2003,0.003405747,3.318741679,0,0.002403992,0,,,
Sri Lanka,LKA,2004,0.002705747,2.969222677,0,0.003539072,0.00012,,,
Sri Lanka,LKA,2005,0.002405747,3.459531715,0,0.004615336,0.00228,,,
Sri Lanka,LKA,2006,0.002305747,4.643376882,0,0.00538678,0.00178,,,
Sri Lanka,LKA,2007,0.002305747,3.956473213,0,0.00597646,0.0011,,,
Sri Lanka,LKA,2008,0.003241747,4.139192911,0,0.006375132,0.00572,,,
Sri Lanka,LKA,2009,0.003501447,3.891111071,0,0.006787804,0.02301,,,
Sri Lanka,LKA,2010,0.053161447,5.644559257,0,0.007195476,0.03251,,,
Sri Lanka,LKA,2011,0.091620447,4.583891665,0,0.008714148,0.031626,,,
Sri Lanka,LKA,2012,0.146807747,3.302163522,0,0.01000782,0.022173,,,
Sri Lanka,LKA,2013,0.234581747,6.929242522,0,0.01438312,0.026389,,,
Sri Lanka,LKA,2014,0.272453747,4.562648522,0,0.02808402,0.041393,,,
Sri Lanka,LKA,2015,0.34321,5.97989,0,0.04872,0.05731,,,
Sri Lanka,LKA,2016,0.34487,4.23154,0,0.08297,0.07196,,,
Sri Lanka,LKA,2017,0.370274308,4.014949327,0,0.148725692,0.07213592,,,
Sri Lanka,LKA,2018,0.305662189,6.369370161,0,0.205337811,0.11339364,,,
Sudan,SDN,1993,,,,,,,1.145735493,
Sudan,SDN,1994,,,,,,,1.145735493,
Sudan,SDN,1995,,,,,,,1.145735493,
Sudan,SDN,1996,,,,,,,2.872186235,
Sudan,SDN,1997,,,,,,,5.155809717,
Sudan,SDN,1998,,,,,,,6.874412955,
Sudan,SDN,1999,,,,,,,36.09066802,
Sudan,SDN,2000,,,,,,,102.900038,
Sudan,SDN,2001,,,,,,,119.734011,
Sudan,SDN,2002,,,,,,,135.3024767,
Sudan,SDN,2003,,,,,,,150.1660028,
Sudan,SDN,2004,,,,,,,167.2400903,
Sudan,SDN,2005,,,,,,,168.2400371,
Sudan,SDN,2006,,,,,,,204.033064,
Sudan,SDN,2007,,,,,,,276.7613795,
Sudan,SDN,2008,,,,,,,262.4899381,
Sudan,SDN,2009,,,,,,,272.2338927,
Sudan,SDN,2010,,,,,,,264.7055128,
Sudan,SDN,2011,,,,,,,166.7058153,
Sudan,SDN,2012,,,,,,,59.22878844,
Sudan,SDN,2013,,,,,,,67.51441165,
Sudan,SDN,2014,,,,,,,68.51756036,
Sudan,SDN,2015,,,,,,,62.47819161,
Sudan,SDN,2016,,,,,,,59.51950077,
Sudan,SDN,2017,,,,,,,54.20219667,
Sudan,SDN,2018,,,,,,,57.31013316,
Sweden,SWE,1965,0,46.4523134,0.0176776,0,0,,,
Sweden,SWE,1966,0,45.5330782,0.0486134,0,0,,,
Sweden,SWE,1967,0,49.3116652,0.0486134,0,0,,,
Sweden,SWE,1968,0,48.7857566,0.022097,0,0,,,
Sweden,SWE,1969,0,41.8561374,0.0618716,0,0,,,
Sweden,SWE,1970,0,41.54236,0.0530328,0,0.13,,,
Sweden,SWE,1971,0,52.0340156,0.088388,0,0.16,,,
Sweden,SWE,1972,0,53.7752592,1.4672408,0,0.226,,,
Sweden,SWE,1973,0,59.904967,2.1124732,0,0.399,,,
Sweden,SWE,1974,0,57.3019404,2.055021,0,0.357,,,
Sweden,SWE,1975,0,57.6864282,11.9721546,0,0.31,,,
Sweden,SWE,1976,0,54.8712704,15.9938086,0,0.354,,,
Sweden,SWE,1977,0,53.5321922,19.9182358,0,0.36,,,
Sweden,SWE,1978,0,57.7792356,23.7852108,0,0.276,,,
Sweden,SWE,1979,0,61.230787,21.0407634,0,0.347,,,
Sweden,SWE,1980,0,59.2553152,26.494303,0,0.721,,,
Sweden,SWE,1981,0,60.2187444,37.6842238,0,0.921,,,
Sweden,SWE,1982,0,55.6137296,39.0542378,0,1.002,,,
Sweden,SWE,1983,0.003,64.0813,41.012032,0,1.447,,,
Sweden,SWE,1984,0.005,68.4874418,50.933585,0,1.848,,,
Sweden,SWE,1985,0.006,70.988,58.561,0,1.802,,,
Sweden,SWE,1986,0.006,60.933,69.951,0,1.98,,,
Sweden,SWE,1987,0.006,71.854,67.385,0,1.959,,,
Sweden,SWE,1988,0.005,69.883,69.424,0,2.041,,,
Sweden,SWE,1989,0.005,71.75,65.603,0,2.189,,,
Sweden,SWE,1990,0.006,72.509,68.185,0,1.943,,,
Sweden,SWE,1991,0.013,63.249,76.761,0,1.86,,,
Sweden,SWE,1992,0.031,74.364,63.544,0,2.01,,,
Sweden,SWE,1993,0.052,74.647,61.395,0.001,2.171,,,
Sweden,SWE,1994,0.075,59.097,73.156,0.001,2.229,,,
Sweden,SWE,1995,0.105,68.096,69.935,0.001,2.354,,,
Sweden,SWE,1996,0.144,51.74,74.274,0.001,2.118,,,
Sweden,SWE,1997,0.203,69.056,69.928,0.001,2.773,,,
Sweden,SWE,1998,0.308,74.743,73.583,0.001,2.78,,,
Sweden,SWE,1999,0.358,71.691,73.188,0.001,2.697,,,
Sweden,SWE,2000,0.457,78.584,57.316,0.001,4.098,,,
Sweden,SWE,2001,0.482,79.061,72.109,0.002,3.777,,,
Sweden,SWE,2002,0.608,66.358,68.111,0.002,4.175,,,
Sweden,SWE,2003,0.679,53.54,67.415,0.002,4.51,,,
Sweden,SWE,2004,0.85,60.588,77.671,0.002,7.201,,,
Sweden,SWE,2005,0.949,72.692,72.691,0.002,7.491,,,
Sweden,SWE,2006,0.987,61.638,66.977,0.002,8.359,,,
Sweden,SWE,2007,1.43,66.163,66.969,0.003,9.836,,,
Sweden,SWE,2008,1.996,68.997,63.889,0.004,10.337,,,
Sweden,SWE,2009,2.485,65.414,52.173,0.007,11.46,,,
Sweden,SWE,2010,3.502,66.398,57.728,0.009,12.192,,,
Sweden,SWE,2011,6.078,67.064,60.475,0.013,11.536,,,
Sweden,SWE,2012,7.165,78.939,64.037,0.019,12.194,,,
Sweden,SWE,2013,9.842,61.361,66.457,0.035,11.45,,,
Sweden,SWE,2014,11.234,63.763,64.877,0.047,10.696,,,
Sweden,SWE,2015,16.268,75.312,56.348,0.097,10.765,,,
Sweden,SWE,2016,15.479,62.018,63.101,0.143,11.488078,,,
Sweden,SWE,2017,17.609,64.964,65.696,0.23,12.076,,,
Sweden,SWE,2018,16.81339144,61.91687566,68.60379763,0.373100151,11.85871366,,,
Switzerland,CHE,1965,0,24.097282,0,0,0,,,
Switzerland,CHE,1966,0,27.518608,0,0,0,,,
Switzerland,CHE,1967,0,29.8502124,0,0,0,,,
Switzerland,CHE,1968,0,29.515338,0,0,0,,,
Switzerland,CHE,1969,0,28.2451314,0.530328,0,0,,,
Switzerland,CHE,1970,0,29.1726276,2.4925416,0,0,,,
Switzerland,CHE,1971,0,29.043726,2.7532862,0,0,,,
Switzerland,CHE,1972,0,24.2340336,3.5885528,0,0,,,
Switzerland,CHE,1973,0,26.5866066,6.2711286,0,0,,,
Switzerland,CHE,1974,0,27.8503924,6.1606436,0,0,,,
Switzerland,CHE,1975,0,32.2357896,7.3715592,0,0,,,
Switzerland,CHE,1976,0,25.8494028,7.8974678,0,0,,,
Switzerland,CHE,1977,0,34.8898818,8.0698244,0,0,,,
Switzerland,CHE,1978,0,31.5605258,7.999114,0,0.098,,,
Switzerland,CHE,1979,0,29.6843792,9.3823862,0,0.287,,,
Switzerland,CHE,1980,0,33.4479334,13.6471072,0,0.173,,,
Switzerland,CHE,1981,0,35.1250786,14.4646962,0,0.436,,,
Switzerland,CHE,1982,0,35.9714108,14.2790814,0,0.39,,,
Switzerland,CHE,1983,0,35.0628518,14.8005706,0,0.396,,,
Switzerland,CHE,1984,0,29.8938642,17.4080166,0,0.369,,,
Switzerland,CHE,1985,0,32.05207071,22.40105263,0,0.365,,,
Switzerland,CHE,1986,0,32.90528283,22.42421053,0,0.458,,,
Switzerland,CHE,1987,0,34.67469697,22.84315789,0,0.511,,,
Switzerland,CHE,1988,0,35.79507071,22.63368421,0,0.513,,,
Switzerland,CHE,1989,0,29.77492929,22.67684211,0,0.529,,,
Switzerland,CHE,1990,0,29.79784848,23.47157895,0.001,0.438,,,
Switzerland,CHE,1991,0,32.08016162,22.79368421,0.002,0.436,,,
Switzerland,CHE,1992,0,32.70365657,23.28526316,0.003,0.485,,,
Switzerland,CHE,1993,0,35.78119192,23.18842105,0.004,0.491,,,
Switzerland,CHE,1994,0,39.07255556,24.19368421,0.005,0.55,,,
Switzerland,CHE,1995,0,35.17156566,24.72210526,0.006,0.574,,,
Switzerland,CHE,1996,0.001,28.7479798,24.96736842,0.007,0.614,,,
Switzerland,CHE,1997,0.002,34.04645455,25.23263158,0.007,0.658,,,
Switzerland,CHE,1998,0.003,33.47541414,25.65052632,0.008,0.689,,,
Switzerland,CHE,1999,0.003,40.00826263,24.76105263,0.01,0.749,,,
Switzerland,CHE,2000,0.003,36.83733333,26.26210526,0.011,0.833,,,
