Entity,Code,Year,Energy use (kg of oil equivalent per capita) (kWh)
Romania,ROU,1994,22011.8859213406
Romania,ROU,1995,23887.34654057633
Romania,ROU,1996,24536.6533437989
Romania,ROU,1997,23143.632336167004
Romania,ROU,1998,21206.830245718913
Romania,ROU,1999,18768.288461127686
Romania,ROU,2000,18773.25959606687
Romania,ROU,2001,19349.287914270582
Romania,ROU,2002,20412.162197310136
Romania,ROU,2003,21309.400204669204
Romania,ROU,2004,20974.277507362152
Romania,ROU,2005,21054.10607192372
Romania,ROU,2006,21917.259755229872
Romania,ROU,2007,22144.646786076853
Romania,ROU,2008,22433.878777624275
Romania,ROU,2009,19916.67849794131
Romania,ROU,2010,20120.919674946366
Romania,ROU,2011,20667.744572932206
Romania,ROU,2012,20256.233912743686
Romania,ROU,2013,18561.356605107918
Romania,ROU,2014,18511.09487533242
Russia,RUS,1990,68950.32727220614
Russia,RUS,1991,68165.26788493115
Russia,RUS,1992,62233.026366240956
Russia,RUS,1993,58821.96796269859
Russia,RUS,1994,51507.10921098042
Russia,RUS,1995,49900.78554089102
Russia,RUS,1996,49457.902166226464
Russia,RUS,1997,47330.48048874349
Russia,RUS,1998,46304.86766622593
Russia,RUS,1999,48110.541295378214
Russia,RUS,2000,49128.44837092593
Russia,RUS,2001,49874.02632457265
Russia,RUS,2002,49871.8492829266
Russia,RUS,2003,51885.1103602997
Russia,RUS,2004,52261.67735254729
Russia,RUS,2005,52810.86893146194
Russia,RUS,2006,54526.02914858971
Russia,RUS,2007,54775.50600774114
Russia,RUS,2008,56092.96160585836
Russia,RUS,2009,52698.86414510254
Russia,RUS,2010,56045.45175081489
Russia,RUS,2011,58724.84814571776
Russia,RUS,2012,60092.349291009734
Russia,RUS,2013,59064.458924560146
Russia,RUS,2014,57485.64226800526
Saint Kitts and Nevis,KNA,1990,6152.174303276678
Saint Kitts and Nevis,KNA,2004,18425.298617915036
Saint Kitts and Nevis,KNA,2005,18900.45462961055
Saint Kitts and Nevis,KNA,2006,18670.392196707988
Saint Kitts and Nevis,KNA,2007,19389.95239338732
Saint Lucia,LCA,1990,4706.343749321562
Saint Lucia,LCA,2004,8601.4878182569
Saint Lucia,LCA,2005,8737.737762195045
Saint Lucia,LCA,2006,8367.058226072655
Saint Lucia,LCA,2007,8898.665773994553
Saint Vincent and the Grenadines,VCT,1990,3184.189388958657
Saint Vincent and the Grenadines,VCT,2004,7070.625189988857
Saint Vincent and the Grenadines,VCT,2005,7165.544765688223
Saint Vincent and the Grenadines,VCT,2006,7475.1852498002945
Saint Vincent and the Grenadines,VCT,2007,7465.588232596957
Samoa,WSM,1990,3087.4448761558574
Samoa,WSM,2004,3642.8927011259534
Samoa,WSM,2005,3684.286579706445
Samoa,WSM,2006,3660.585110495102
Samoa,WSM,2007,3700.448745378148
Sao Tome and Principe,STP,1990,2395.1342349398133
Sao Tome and Principe,STP,2004,2908.0930979344507
Sao Tome and Principe,STP,2005,3213.3264794705424
Sao Tome and Principe,STP,2006,3211.739305081347
Sao Tome and Principe,STP,2007,3137.4424436392233
Saudi Arabia,SAU,1971,14026.338980172743
Saudi Arabia,SAU,1972,11369.692129710003
Saudi Arabia,SAU,1973,12528.597925707061
Saudi Arabia,SAU,1974,13333.059520912358
Saudi Arabia,SAU,1975,13728.175645196781
Saudi Arabia,SAU,1976,15124.26730163006
Saudi Arabia,SAU,1977,16044.25084953065
Saudi Arabia,SAU,1978,22884.254303074664
Saudi Arabia,SAU,1979,28442.307580018787
Saudi Arabia,SAU,1980,37133.060991423685
Saudi Arabia,SAU,1981,47464.274246066365
Saudi Arabia,SAU,1982,49908.476178666344
Saudi Arabia,SAU,1983,51248.068806971765
Saudi Arabia,SAU,1984,42574.657621441904
Saudi Arabia,SAU,1985,40556.61143526307
Saudi Arabia,SAU,1986,38528.13405525934
Saudi Arabia,SAU,1987,43973.57247381527
Saudi Arabia,SAU,1988,48250.173209592525
Saudi Arabia,SAU,1989,46415.16723847204
Saudi Arabia,SAU,1990,41318.06722070411
Saudi Arabia,SAU,1991,46554.33187637839
Saudi Arabia,SAU,1992,51479.775224838144
Saudi Arabia,SAU,1993,52002.91782751718
Saudi Arabia,SAU,1994,53369.539021434546
Saudi Arabia,SAU,1995,52456.145516499615
Saudi Arabia,SAU,1996,54989.293595123265
Saudi Arabia,SAU,1997,51434.099606184434
Saudi Arabia,SAU,1998,53773.68302752106
Saudi Arabia,SAU,1999,53633.137965210706
Saudi Arabia,SAU,2000,54809.20891575897
Saudi Arabia,SAU,2001,54836.98605850135
Saudi Arabia,SAU,2002,59062.94216396482
Saudi Arabia,SAU,2003,58042.656545086356
Saudi Arabia,SAU,2004,59981.4966070269
Saudi Arabia,SAU,2005,59619.350095588255
Saudi Arabia,SAU,2006,64255.964339439044
Saudi Arabia,SAU,2007,64624.576590207485
Saudi Arabia,SAU,2008,70181.50553742239
Saudi Arabia,SAU,2009,72691.31596198745
Saudi Arabia,SAU,2010,78657.60793571686
Saudi Arabia,SAU,2011,73360.78459679542
Saudi Arabia,SAU,2012,80108.21209201272
Saudi Arabia,SAU,2013,74640.37642802628
Saudi Arabia,SAU,2014,80679.992775059
Senegal,SEN,1971,3290.938555182713
Senegal,SEN,1972,3237.4354303560035
Senegal,SEN,1973,3288.463431011286
Senegal,SEN,1974,3282.098354804772
Senegal,SEN,1975,3270.2029249571838
Senegal,SEN,1976,3256.981606318587
Senegal,SEN,1977,3259.3449148373306
Senegal,SEN,1978,3189.778191679998
Senegal,SEN,1979,3253.582642420948
Senegal,SEN,1980,3245.863339106389
Senegal,SEN,1981,3134.5962793839262
Senegal,SEN,1982,3015.880402543286
Senegal,SEN,1983,2933.2311935342955
Senegal,SEN,1984,2994.3353764242156
Senegal,SEN,1985,2799.024571231712
Senegal,SEN,1986,2840.5834306363377
Senegal,SEN,1987,2936.182367706162
Senegal,SEN,1988,2707.9682528472244
Senegal,SEN,1989,2610.2673771252307
Senegal,SEN,1990,2595.788733071034
Senegal,SEN,1991,2498.716030097879
Senegal,SEN,1992,2576.6691200508103
Senegal,SEN,1993,2492.6477828671277
Senegal,SEN,1994,2405.9374098717244
Senegal,SEN,1995,2479.59391905843
Senegal,SEN,1996,2475.1004008546006
Senegal,SEN,1997,2560.9785247215045
Senegal,SEN,1998,2640.4814398804533
Senegal,SEN,1999,2718.0622378888943
Senegal,SEN,2000,2821.4156258991775
Senegal,SEN,2001,2974.1847493763185
Senegal,SEN,2002,2943.959592226918
Senegal,SEN,2003,2786.758122723388
Senegal,SEN,2004,2904.6020388567204
Senegal,SEN,2005,2885.6189374600153
Senegal,SEN,2006,2816.4951699710396
Senegal,SEN,2007,2941.1461283253234
Senegal,SEN,2008,2987.061287580745
Senegal,SEN,2009,3483.4318145837465
Senegal,SEN,2010,3449.7222532985456
Senegal,SEN,2011,3547.294665552962
Senegal,SEN,2012,3415.918756745074
Senegal,SEN,2013,3057.1307257909216
Senegal,SEN,2014,3164.313681505661
Serbia,SRB,1990,30223.963052992392
Serbia,SRB,1991,25604.996576981852
Serbia,SRB,1992,23494.38793349674
Serbia,SRB,1993,19945.195468890903
Serbia,SRB,1994,18204.23085809178
Serbia,SRB,1995,21034.7826154238
Serbia,SRB,1996,25304.491123020696
Serbia,SRB,1997,26747.886526968134
Serbia,SRB,1998,26783.70138264441
Serbia,SRB,1999,19618.98717190237
Serbia,SRB,2000,21240.539442968715
Serbia,SRB,2001,23195.610128057397
Serbia,SRB,2002,24653.065593617906
Serbia,SRB,2003,25862.597695823817
Serbia,SRB,2004,28195.823688286288
Serbia,SRB,2005,25115.84363121604
Serbia,SRB,2006,26757.528901100446
Serbia,SRB,2007,26146.04306476976
Serbia,SRB,2008,26632.647183989833
Serbia,SRB,2009,24076.766519046356
Serbia,SRB,2010,24900.472034589617
Serbia,SRB,2011,26021.674030172948
Serbia,SRB,2012,23497.19518210462
Serbia,SRB,2013,24201.710697122806
Serbia,SRB,2014,21625.1579633959
Seychelles,SYC,1990,6289.6068021925885
Seychelles,SYC,2004,36099.18157017278
Seychelles,SYC,2005,32002.220666682795
Seychelles,SYC,2006,33405.319148936236
Seychelles,SYC,2007,28037.93821222354
Singapore,SGP,1971,15028.768285295033
Singapore,SGP,1972,18252.945674595794
Singapore,SGP,1973,19908.650834473334
Singapore,SGP,1974,20887.235904565383
Singapore,SGP,1975,19078.879815256827
Singapore,SGP,1976,19692.465931190847
Singapore,SGP,1977,20506.366305422933
Singapore,SGP,1978,25756.151011216865
Singapore,SGP,1979,24781.69779316131
Singapore,SGP,1980,24724.994235576996
Singapore,SGP,1981,24712.044760120552
Singapore,SGP,1982,23109.8253935626
Singapore,SGP,1983,25538.204867401393
Singapore,SGP,1984,28557.283389594035
Singapore,SGP,1985,28760.621621611732
Singapore,SGP,1986,30595.673473763043
Singapore,SGP,1987,32074.152416634246
Singapore,SGP,1988,34670.525791712775
Singapore,SGP,1989,33686.29600590394
Singapore,SGP,1990,43993.0368096952
Singapore,SGP,1991,48466.461752368275
Singapore,SGP,1992,53368.27324002432
Singapore,SGP,1993,63820.891684279115
Singapore,SGP,1994,75135.40545204398
Singapore,SGP,1995,62184.16278763611
Singapore,SGP,1996,62329.936004101706
Singapore,SGP,1997,67667.39917250561
Singapore,SGP,1998,59118.193110483175
Singapore,SGP,1999,53352.54931451383
Singapore,SGP,2000,53901.86163613825
Singapore,SGP,2001,59846.651317105934
Singapore,SGP,2002,58917.399810821444
Singapore,SGP,2003,72300.67662642358
Singapore,SGP,2004,85720.69296204348
Singapore,SGP,2005,58800.88829850329
Singapore,SGP,2006,61224.95639420949
Singapore,SGP,2007,54395.886075466624
Singapore,SGP,2008,59244.7983591341
Singapore,SGP,2009,49517.93810336208
Singapore,SGP,2010,58227.0021324742
Singapore,SGP,2011,58954.467967593744
Singapore,SGP,2012,56967.58330687027
Singapore,SGP,2013,56759.12259902554
Singapore,SGP,2014,59566.584215218165
Slovakia,SVK,1971,36385.64111633508
Slovakia,SVK,1972,37501.16109395122
Slovakia,SVK,1973,38883.21276671376
Slovakia,SVK,1974,40287.08860392404
Slovakia,SVK,1975,41168.79701969039
Slovakia,SVK,1976,42231.563054402
Slovakia,SVK,1977,43968.25527151018
Slovakia,SVK,1978,45696.09620817459
Slovakia,SVK,1979,46138.9794315539
Slovakia,SVK,1980,46332.09145319651
Slovakia,SVK,1981,45037.600189788645
Slovakia,SVK,1982,43666.923537996045
Slovakia,SVK,1983,43817.14931015906
Slovakia,SVK,1984,45731.39793532284
Slovakia,SVK,1985,46696.219768110466
Slovakia,SVK,1986,46283.6107498925
Slovakia,SVK,1987,47389.68032143436
Slovakia,SVK,1988,47754.529449609145
Slovakia,SVK,1989,47492.991573827065
Slovakia,SVK,1990,46806.90125107871
Slovakia,SVK,1991,41944.553745276
Slovakia,SVK,1992,39666.76529910566
Slovakia,SVK,1993,38783.65823365989
Slovakia,SVK,1994,37921.148112602816
Slovakia,SVK,1995,38554.00810779714
Slovakia,SVK,1996,39126.329779443506
Slovakia,SVK,1997,39098.711178719466
Slovakia,SVK,1998,37873.12444114811
Slovakia,SVK,1999,38046.54401762781
Slovakia,SVK,2000,38293.04273371042
Slovakia,SVK,2001,40201.484656527165
Slovakia,SVK,2002,40517.37909603139
Slovakia,SVK,2003,40341.95411672437
Slovakia,SVK,2004,39730.96249637027
Slovakia,SVK,2005,40757.051152218926
Slovakia,SVK,2006,40347.8589085462
Slovakia,SVK,2007,38616.888419315794
Slovakia,SVK,2008,39608.20921495681
Slovakia,SVK,2009,36130.76010051971
Slovakia,SVK,2010,38458.14847569144
Slovakia,SVK,2011,37378.23579241493
Slovakia,SVK,2012,35828.83214836065
Slovakia,SVK,2013,36412.67605732671
Slovakia,SVK,2014,34229.28993370855
Slovakia,SVK,2015,34932.61487838508
Slovenia,SVN,1990,33233.475490713674
Slovenia,SVN,1991,32319.193039612797
Slovenia,SVN,1992,30055.818037383484
Slovenia,SVN,1993,31579.98470186456
Slovenia,SVN,1994,32888.676579323976
Slovenia,SVN,1995,35464.366084853704
Slovenia,SVN,1996,36985.79754986852
Slovenia,SVN,1997,38499.95936465866
Slovenia,SVN,1998,37841.79705686585
Slovenia,SVN,1999,37710.11423341374
Slovenia,SVN,2000,37499.53360232289
Slovenia,SVN,2001,39322.33273094181
Slovenia,SVN,2002,39826.38697838584
Slovenia,SVN,2003,40280.79494100662
Slovenia,SVN,2004,41532.99628144446
Slovenia,SVN,2005,42401.08938681529
Slovenia,SVN,2006,42437.67104263959
Slovenia,SVN,2007,42246.73473655216
Slovenia,SVN,2008,44619.91135972806
Slovenia,SVN,2009,40661.14949533478
Slovenia,SVN,2010,41624.612724990875
Slovenia,SVN,2011,41495.64271110846
Slovenia,SVN,2012,39821.58688268632
Slovenia,SVN,2013,38739.41458373079
Slovenia,SVN,2014,37637.42520296029
Slovenia,SVN,2015,36923.76816243608
Small states,,1990,24954.35912218266
Small states,,2004,26628.555953832216
Small states,,2005,27667.221209255214
Small states,,2006,30188.97623232735
Small states,,2007,31875.395015912676
Solomon Islands,SLB,1990,1988.2585941508462
Solomon Islands,SLB,2004,1471.7536066188982
Solomon Islands,SLB,2005,1435.5427391808619
Solomon Islands,SLB,2006,1425.2983868622553
Solomon Islands,SLB,2007,1509.9606442974834
South Africa,ZAF,1971,22498.947302437762
South Africa,ZAF,1972,22247.857168029168
South Africa,ZAF,1973,23037.250193145795
South Africa,ZAF,1974,23241.75264788587
South Africa,ZAF,1975,23946.226394335084
South Africa,ZAF,1976,24136.009394986642
South Africa,ZAF,1977,24017.831081790417
South Africa,ZAF,1978,24748.08303864384
South Africa,ZAF,1979,24923.994600208967
South Africa,ZAF,1980,25550.572751351952
South Africa,ZAF,1981,27395.185987572666
South Africa,ZAF,1982,29034.334127592167
South Africa,ZAF,1983,28819.029118123926
South Africa,ZAF,1984,30504.113957060687
South Africa,ZAF,1985,29790.348748247372
South Africa,ZAF,1986,30340.40770046891
South Africa,ZAF,1987,30779.30866455135
South Africa,ZAF,1988,31365.595827496305
South Africa,ZAF,1989,29407.172388045215
South Africa,ZAF,1990,28163.05214903141
South Africa,ZAF,1991,28737.980009030154
South Africa,ZAF,1992,26175.048745783315
South Africa,ZAF,1993,27397.61627428729
South Africa,ZAF,1994,27698.42117745937
South Africa,ZAF,1995,28611.643942424205
South Africa,ZAF,1996,28685.5116889814
South Africa,ZAF,1997,28949.037128824933
South Africa,ZAF,1998,28296.406332878676
South Africa,ZAF,1999,28201.975065012277
South Africa,ZAF,2000,27732.294237826205
South Africa,ZAF,2001,28119.62564821059
South Africa,ZAF,2002,27211.444526646846
South Africa,ZAF,2003,28716.86050773198
South Africa,ZAF,2004,30964.682597474944
South Africa,ZAF,2005,30551.79335823627
South Africa,ZAF,2006,29996.626582597215
South Africa,ZAF,2007,31783.83565830267
South Africa,ZAF,2008,33879.702741179644
South Africa,ZAF,2009,32848.52054306839
South Africa,ZAF,2010,31963.467516498116
South Africa,ZAF,2011,31437.97045323163
South Africa,ZAF,2012,30568.854197970795
South Africa,ZAF,2013,30225.901661854656
South Africa,ZAF,2014,31351.383671316373
South Asia,,1971,2950.7162939141
South Asia,,1972,2955.6219614285005
South Asia,,1973,2981.511698061278
South Asia,,1974,3026.2643455426
South Asia,,1975,3062.9293836043926
South Asia,,1976,3102.430077107921
South Asia,,1977,3117.627405445741
South Asia,,1978,3099.087141653726
South Asia,,1979,3165.607468300222
South Asia,,1980,3179.2441290007137
South Asia,,1981,3259.734496542639
South Asia,,1982,3313.5973688227127
South Asia,,1983,3344.2190845544173
South Asia,,1984,3392.6868996415
South Asia,,1985,3480.9230243069987
South Asia,,1986,3527.265672506036
South Asia,,1987,3593.3996417006483
South Asia,,1988,3702.9051588275415
South Asia,,1989,3791.521811985331
South Asia,,1990,3867.8438516756096
South Asia,,1991,3929.5223530322482
South Asia,,1992,4002.318610904759
South Asia,,1993,4033.052363840112
South Asia,,1994,4101.431941337333
South Asia,,1995,4246.326605599438
South Asia,,1996,4302.468695381085
South Asia,,1997,4380.534445451513
South Asia,,1998,4402.037739389154
South Asia,,1999,4562.325743489961
South Asia,,2000,4595.654776510843
South Asia,,2001,4590.259725919446
South Asia,,2002,4632.808312259964
South Asia,,2003,4682.8375249071205
South Asia,,2004,4850.267130223928
South Asia,,2005,4956.76473194408
South Asia,,2006,5126.864425481213
South Asia,,2007,5325.879844551219
South Asia,,2008,5458.4313226843415
South Asia,,2009,5850.791081147243
South Asia,,2010,6020.352768015186
South Asia,,2011,6169.804018507564
South Asia,,2012,6361.113897621294
South Asia,,2013,6419.7990616755815
South Asia,,2014,6700.401425318074
South Asia (IDA & IBRD),,1971,2950.7162939141
South Asia (IDA & IBRD),,1972,2955.6219614285005
South Asia (IDA & IBRD),,1973,2981.511698061278
South Asia (IDA & IBRD),,1974,3026.2643455426
South Asia (IDA & IBRD),,1975,3062.9293836043926
South Asia (IDA & IBRD),,1976,3102.430077107921
South Asia (IDA & IBRD),,1977,3117.627405445741
South Asia (IDA & IBRD),,1978,3099.087141653726
South Asia (IDA & IBRD),,1979,3165.607468300222
South Asia (IDA & IBRD),,1980,3179.2441290007137
South Asia (IDA & IBRD),,1981,3259.734496542639
South Asia (IDA & IBRD),,1982,3313.5973688227127
South Asia (IDA & IBRD),,1983,3344.2190845544173
South Asia (IDA & IBRD),,1984,3392.6868996415
South Asia (IDA & IBRD),,1985,3480.9230243069987
South Asia (IDA & IBRD),,1986,3527.265672506036
South Asia (IDA & IBRD),,1987,3593.3996417006483
South Asia (IDA & IBRD),,1988,3702.9051588275415
South Asia (IDA & IBRD),,1989,3791.521811985331
South Asia (IDA & IBRD),,1990,3867.8438516756096
South Asia (IDA & IBRD),,1991,3929.5223530322482
South Asia (IDA & IBRD),,1992,4002.318610904759
South Asia (IDA & IBRD),,1993,4033.052363840112
South Asia (IDA & IBRD),,1994,4101.431941337333
South Asia (IDA & IBRD),,1995,4246.326605599438
South Asia (IDA & IBRD),,1996,4302.468695381085
South Asia (IDA & IBRD),,1997,4380.534445451513
South Asia (IDA & IBRD),,1998,4402.037739389154
South Asia (IDA & IBRD),,1999,4562.325743489961
South Asia (IDA & IBRD),,2000,4595.654776510843
South Asia (IDA & IBRD),,2001,4590.259725919446
South Asia (IDA & IBRD),,2002,4632.808312259964
South Asia (IDA & IBRD),,2003,4682.8375249071205
South Asia (IDA & IBRD),,2004,4850.267130223928
South Asia (IDA & IBRD),,2005,4956.76473194408
South Asia (IDA & IBRD),,2006,5126.864425481213
South Asia (IDA & IBRD),,2007,5325.879844551219
South Asia (IDA & IBRD),,2008,5458.4313226843415
South Asia (IDA & IBRD),,2009,5850.791081147243
South Asia (IDA & IBRD),,2010,6020.352768015186
South Asia (IDA & IBRD),,2011,6169.804018507564
South Asia (IDA & IBRD),,2012,6361.113897621294
South Asia (IDA & IBRD),,2013,6419.7990616755815
South Asia (IDA & IBRD),,2014,6700.401425318074
South Korea,KOR,1971,6002.368014199808
South Korea,KOR,1972,6411.131893462208
South Korea,KOR,1973,7353.078769060299
South Korea,KOR,1974,7853.437883532884
South Korea,KOR,1975,8063.521497078082
South Korea,KOR,1976,8818.375619826793
South Korea,KOR,1977,10071.821956594013
South Korea,KOR,1978,10877.131066319153
South Korea,KOR,1979,12370.574495508548
South Korea,KOR,1980,12585.89988032404
South Korea,KOR,1981,12169.796371936625
South Korea,KOR,1982,12740.703558519752
South Korea,KOR,1983,13595.245005919867
South Korea,KOR,1984,14620.264611237071
South Korea,KOR,1985,15143.450571076437
South Korea,KOR,1986,17181.14754365258
South Korea,KOR,1987,18371.512630553963
South Korea,KOR,1988,20480.602115849695
South Korea,KOR,1989,21600.379471732642
South Korea,KOR,1990,25206.15963765939
South Korea,KOR,1991,26826.26358010025
South Korea,KOR,1992,29474.386158834066
South Korea,KOR,1993,32729.009128892285
South Korea,KOR,1994,34406.28189596511
South Korea,KOR,1995,37333.835576575555
South Korea,KOR,1996,40179.96191889846
South Korea,KOR,1997,43335.21482047755
South Korea,KOR,1998,39281.895914236586
South Korea,KOR,1999,43132.24162653209
South Korea,KOR,2000,46551.06702926225
South Korea,KOR,2001,46907.499603125725
South Korea,KOR,2002,48502.63758518886
South Korea,KOR,2003,49235.45758496193
South Korea,KOR,2004,50388.92583331587
South Korea,KOR,2005,50755.86802648258
South Korea,KOR,2006,51317.69038243549
South Korea,KOR,2007,53090.80846525892
South Korea,KOR,2008,53844.317216606374
South Korea,KOR,2009,54076.77558059486
South Korea,KOR,2010,58679.02251885778
South Korea,KOR,2011,60668.91621558503
South Korea,KOR,2012,61040.286333308555
South Korea,KOR,2013,60844.38560370536
South Korea,KOR,2014,61514.27792537044
South Korea,KOR,2015,62957.235572939055
South Sudan,SSD,2012,692.250156171169
South Sudan,SSD,2013,704.5637705781893
South Sudan,SSD,2014,706.2456544206034
Spain,ESP,1960,6171.632202922339
Spain,ESP,1961,6484.879752108461
Spain,ESP,1962,7038.74962278432
Spain,ESP,1963,7251.5164811084705
Spain,ESP,1964,7951.262994834257
Spain,ESP,1965,8312.211951371037
Spain,ESP,1966,9196.907519745413
Spain,ESP,1967,10250.487180975446
Spain,ESP,1968,11556.318928918055
Spain,ESP,1969,12209.071235912654
Spain,ESP,1970,13061.68781787923
Spain,ESP,1971,14478.224515252114
Spain,ESP,1972,15067.940575825583
Spain,ESP,1973,17142.065612892
Spain,ESP,1974,18376.86559692497
Spain,ESP,1975,18698.031438926817
Spain,ESP,1976,19862.71637308864
Spain,ESP,1977,19319.512629644243
Spain,ESP,1978,20438.51854466003
Spain,ESP,1979,20571.076297621
Spain,ESP,1980,20999.02019582479
Spain,ESP,1981,21167.810962214204
Spain,ESP,1982,20473.45092082846
Spain,ESP,1983,20718.521802050072
Spain,ESP,1984,21090.126276129333
Spain,ESP,1985,21436.33754309123
Spain,ESP,1986,21815.300298896324
Spain,ESP,1987,22292.006585529714
Spain,ESP,1988,24024.352030476337
Spain,ESP,1989,26388.625000914333
Spain,ESP,1990,26952.25488084823
Spain,ESP,1991,27885.415830304584
Spain,ESP,1992,28265.255701403177
Spain,ESP,1993,26969.772161014578
Spain,ESP,1994,28330.823771802876
Spain,ESP,1995,29506.15527017009
Spain,ESP,1996,28951.029104595345
Spain,ESP,1997,30640.969358986462
Spain,ESP,1998,32054.825885031605
Spain,ESP,1999,33470.93547297234
Spain,ESP,2000,34933.74824590219
Spain,ESP,2001,35598.055444092024
Spain,ESP,2002,36144.49717724828
Spain,ESP,2003,36718.55308088417
Spain,ESP,2004,37663.78346203027
Spain,ESP,2005,37813.748653218776
Spain,ESP,2006,37147.16489344777
Spain,ESP,2007,36983.788669519665
Spain,ESP,2008,35196.315686785434
Spain,ESP,2009,32071.951116738786
Spain,ESP,2010,31899.661629240814
Spain,ESP,2011,31281.028841788935
Spain,ESP,2012,31207.56908181425
Spain,ESP,2013,29215.79184082726
Spain,ESP,2014,28663.778209501226
Spain,ESP,2015,29904.69538936
Sri Lanka,LKA,1971,3464.8624331867272
Sri Lanka,LKA,1972,3618.429537907794
Sri Lanka,LKA,1973,3627.6629688591743
Sri Lanka,LKA,1974,3383.025972623583
Sri Lanka,LKA,1975,3474.070738248715
Sri Lanka,LKA,1976,3433.0086991073986
Sri Lanka,LKA,1977,3337.975354214507
Sri Lanka,LKA,1978,3457.460012732073
Sri Lanka,LKA,1979,3527.725413894628
Sri Lanka,LKA,1980,3507.3588068414556
Sri Lanka,LKA,1981,3521.7255847113506
Sri Lanka,LKA,1982,3670.786795561881
Sri Lanka,LKA,1983,3636.6906577700943
Sri Lanka,LKA,1984,3693.6306738045027
Sri Lanka,LKA,1985,3590.8199930332908
Sri Lanka,LKA,1986,3657.04430669619
Sri Lanka,LKA,1987,3744.8870422145133
Sri Lanka,LKA,1988,3745.8162795120907
Sri Lanka,LKA,1989,3707.4147371883305
Sri Lanka,LKA,1990,3701.91916392383
Sri Lanka,LKA,1991,3712.914078076776
Sri Lanka,LKA,1992,3766.7070201594242
Sri Lanka,LKA,1993,3929.4858504099825
Sri Lanka,LKA,1994,3738.0226990883366
Sri Lanka,LKA,1995,3827.445415087674
Sri Lanka,LKA,1996,4253.99857719196
Sri Lanka,LKA,1997,4383.683292375908
Sri Lanka,LKA,1998,4433.747271037321
Sri Lanka,LKA,1999,4709.62191220435
Sri Lanka,LKA,2000,5155.858812333424
Sri Lanka,LKA,2001,4949.777942261466
Sri Lanka,LKA,2002,5002.2546457634835
Sri Lanka,LKA,2003,5254.714409194711
Sri Lanka,LKA,2004,5281.755415320389
Sri Lanka,LKA,2005,5361.327404697205
Sri Lanka,LKA,2006,5370.060723478944
Sri Lanka,LKA,2007,5436.367583340578
Sri Lanka,LKA,2008,5314.523287872879
Sri Lanka,LKA,2009,5240.603857438018
Sri Lanka,LKA,2010,5608.922915150562
Sri Lanka,LKA,2011,5986.951824849574
Sri Lanka,LKA,2012,6408.370856303553
Sri Lanka,LKA,2013,5668.211151323783
Sri Lanka,LKA,2014,5997.413674835109
Sub-Saharan Africa,,1971,7721.934087499007
Sub-Saharan Africa,,1972,7700.2793430968395
Sub-Saharan Africa,,1973,7823.591379184396
Sub-Saharan Africa,,1974,7823.698697277129
Sub-Saharan Africa,,1975,7835.193427170485
Sub-Saharan Africa,,1976,7869.242045708474
Sub-Saharan Africa,,1977,7863.262970427737
Sub-Saharan Africa,,1978,7940.1716757070035
Sub-Saharan Africa,,1979,7935.702006725216
Sub-Saharan Africa,,1980,8022.437730365391
Sub-Saharan Africa,,1981,8203.42007367517
Sub-Saharan Africa,,1982,8357.147750423046
Sub-Saharan Africa,,1983,8279.031727278127
Sub-Saharan Africa,,1984,8365.721348108545
Sub-Saharan Africa,,1985,8297.033042941575
Sub-Saharan Africa,,1986,8321.27692545443
Sub-Saharan Africa,,1987,8371.993803650503
Sub-Saharan Africa,,1988,8408.78090571841
Sub-Saharan Africa,,1989,8198.088708884969
Sub-Saharan Africa,,1990,8028.124279166825
Sub-Saharan Africa,,1991,8124.723466134891
Sub-Saharan Africa,,1992,7826.462061045289
Sub-Saharan Africa,,1993,7861.44834823605
Sub-Saharan Africa,,1994,7759.317304768722
Sub-Saharan Africa,,1995,7835.556938077393
Sub-Saharan Africa,,1996,7864.3810577487
Sub-Saharan Africa,,1997,7867.302834255847
Sub-Saharan Africa,,1998,7756.395400704794
Sub-Saharan Africa,,1999,7805.688983937487
Sub-Saharan Africa,,2000,7553.619582089791
Sub-Saharan Africa,,2001,7622.365431640816
Sub-Saharan Africa,,2002,7548.806130818746
Sub-Saharan Africa,,2003,7689.424459129314
Sub-Saharan Africa,,2004,7843.733733502458
Sub-Saharan Africa,,2005,7813.1343650096605
Sub-Saharan Africa,,2006,7737.399023247573
Sub-Saharan Africa,,2007,7855.134891272094
Sub-Saharan Africa,,2008,8035.745693390088
Sub-Saharan Africa,,2009,7872.33674947575
Sub-Saharan Africa,,2010,7913.586371956758
Sub-Saharan Africa,,2011,7936.068547497332
Sub-Saharan Africa,,2012,7958.360897052899
Sub-Saharan Africa,,2013,7927.176620760892
Sub-Saharan Africa,,2014,7980.130454504617
Sub-Saharan Africa (IDA & IBRD),,1971,7721.934087499007
Sub-Saharan Africa (IDA & IBRD),,1972,7700.2793430968395
Sub-Saharan Africa (IDA & IBRD),,1973,7823.591379184396
Sub-Saharan Africa (IDA & IBRD),,1974,7823.698697277129
Sub-Saharan Africa (IDA & IBRD),,1975,7835.193427170485
Sub-Saharan Africa (IDA & IBRD),,1976,7869.242045708474
Sub-Saharan Africa (IDA & IBRD),,1977,7863.262970427737
Sub-Saharan Africa (IDA & IBRD),,1978,7940.1716757070035
Sub-Saharan Africa (IDA & IBRD),,1979,7935.702006725216
Sub-Saharan Africa (IDA & IBRD),,1980,8022.437730365391
Sub-Saharan Africa (IDA & IBRD),,1981,8203.42007367517
